Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1769/10/31,,,,,,,,,,,,,28.1989729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769/11/30,,,,,,,,,,,,,27.5387963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769/12/31,,,,,,,,,,,,,27.5387963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/01/31,,,,,,,,,,,,,25.8411993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/02/28,,,,,,,,,,,,,27.6331072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/03/31,,,,,,,,,,,,,28.5133427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/04/30,,,,,,,,,,,,,28.4819058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/05/31,,,,,,,,,,,,,28.8591495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/06/30,,,,,,,,,,,,,28.010351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/07/31,,,,,,,,,,,,,27.3501744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/08/31,,,,,,,,,,,,,27.4759223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/09/30,,,,,,,,,,,,,24.6780309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/10/31,,,,,,,,,,,,,24.3950981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/11/30,,,,,,,,,,,,,23.0747448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770/12/31,,,,,,,,,,,,,23.3262407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/01/31,,,,,,,,,,,,,26.9100567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/02/28,,,,,,,,,,,,,29.0477714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/03/31,,,,,,,,,,,,,27.4130484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/04/30,,,,,,,,,,,,,28.6705277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/05/31,,,,,,,,,,,,,28.4819058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/06/30,,,,,,,,,,,,,28.3875948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/07/31,,,,,,,,,,,,,27.1615525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/08/31,,,,,,,,,,,,,27.2244265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/09/30,,,,,,,,,,,,,26.8786197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/10/31,,,,,,,,,,,,,27.3501744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/11/30,,,,,,,,,,,,,27.4130484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771/12/31,,,,,,,,,,,,,28.2932839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/01/31,,,,,,,,,,,,,27.4444854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/02/29,,,,,,,,,,,,,26.9729306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/03/31,,,,,,,,,,,,,27.1615525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/04/30,,,,,,,,,,,,,26.8157457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/05/31,,,,,,,,,,,,,28.4190318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/06/30,,,,,,,,,,,,,26.8786197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/07/31,,,,,,,,,,,,,26.6585608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/08/31,,,,,,,,,,,,,26.1241321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/09/30,,,,,,,,,,,,,24.0178543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/10/31,,,,,,,,,,,,,22.886123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/11/30,,,,,,,,,,,,,20.8741561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772/12/31,,,,,,,,,,,,,20.5597863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/01/31,,,,,,,,,,,,,20.3082904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/02/28,,,,,,,,,,,,,20.4969123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/03/31,,,,,,,,,,,,,19.239433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/04/30,,,,,,,,,,,,,18.4849455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/05/31,,,,,,,,,,,,,17.9819537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/06/30,,,,,,,,,,,,,18.5163824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/07/31,,,,,,,,,,,,,18.8621892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/08/31,,,,,,,,,,,,,19.1136851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/09/30,,,,,,,,,,,,,19.1765591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/10/31,,,,,,,,,,,,,18.4220715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/11/30,,,,,,,,,,,,,17.541836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773/12/31,,,,,,,,,,,,,17.6361469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/01/31,,,,,,,,,,,,,17.478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/02/28,,,,,,,,,,,,,17.510399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/03/31,,,,,,,,,,,,,17.8247688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/04/30,,,,,,,,,,,,,18.2334496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/05/31,,,,,,,,,,,,,19.4280549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/06/30,,,,,,,,,,,,,19.365181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/07/31,,,,,,,,,,,,,18.7364413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/08/31,,,,,,,,,,,,,18.5478194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/09/30,,,,,,,,,,,,,18.6106934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/10/31,,,,,,,,,,,,,18.4849455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/11/30,,,,,,,,,,,,,18.7993153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774/12/31,,,,,,,,,,,,,19.333744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/01/31,,,,,,,,,,,,,19.239433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/02/28,,,,,,,,,,,,,19.5852398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/03/31,,,,,,,,,,,,,19.6481138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/04/30,,,,,,,,,,,,,19.4909289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/05/31,,,,,,,,,,,,,19.4280549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/06/30,,,,,,,,,,,,,19.4909289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/07/31,,,,,,,,,,,,,18.9879372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/08/31,,,,,,,,,,,,,19.302307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/09/30,,,,,,,,,,,,,19.5852398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/10/31,,,,,,,,,,,,,19.7109878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/11/30,,,,,,,,,,,,,20.7484082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775/12/31,,,,,,,,,,,,,20.8741561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/01/31,,,,,,,,,,,,,20.7484082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/02/29,,,,,,,,,,,,,20.5283493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/03/31,,,,,,,,,,,,,20.2768534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/04/30,,,,,,,,,,,,,20.3711644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/05/31,,,,,,,,,,,,,20.1825425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/06/30,,,,,,,,,,,,,20.4654753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/07/31,,,,,,,,,,,,,20.0882315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/08/31,,,,,,,,,,,,,20.9055931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/09/30,,,,,,,,,,,,,21.2513999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/10/31,,,,,,,,,,,,,20.6855342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/11/30,,,,,,,,,,,,,21.5657697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/12/31,,,,,,,,,,,,,21.7543916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/01/31,,,,,,,,,,,,,21.1885259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/02/28,,,,,,,,,,,,,21.062778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/03/31,,,,,,,,,,,,,20.8741561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/04/30,,,,,,,,,,,,,20.8112821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/05/31,,,,,,,,,,,,,21.062778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/06/30,,,,,,,,,,,,,20.9370301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/07/31,,,,,,,,,,,,,19.7424247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/08/31,,,,,,,,,,,,,20.3082904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/09/30,,,,,,,,,,,,,20.6226602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/10/31,,,,,,,,,,,,,20.9055931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/11/30,,,,,,,,,,,,,20.999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777/12/31,,,,,,,,,,,,,20.2454165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/01/31,,,,,,,,,,,,,19.365181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/02/28,,,,,,,,,,,,,18.1077017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/03/31,,,,,,,,,,,,,16.1586088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/04/30,,,,,,,,,,,,,16.1586088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/05/31,,,,,,,,,,,,,16.9130964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/06/30,,,,,,,,,,,,,17.0074073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/07/31,,,,,,,,,,,,,16.6301635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/08/31,,,,,,,,,,,,,17.2274662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/09/30,,,,,,,,,,,,,17.3532141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/10/31,,,,,,,,,,,,,18.1077017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/11/30,,,,,,,,,,,,,17.60471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778/12/31,,,,,,,,,,,,,17.3532141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/01/31,,,,,,,,,,,,,17.541836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/02/28,,,,,,,,,,,,,17.60471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/03/31,,,,,,,,,,,,,19.302307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/04/30,,,,,,,,,,,,,19.5538029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/05/31,,,,,,,,,,,,,19.0822481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/06/30,,,,,,,,,,,,,17.8247688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/07/31,,,,,,,,,,,,,17.510399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/08/31,,,,,,,,,,,,,17.60471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/09/30,,,,,,,,,,,,,18.0762647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/10/31,,,,,,,,,,,,,18.1705756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/11/30,,,,,,,,,,,,,18.1705756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779/12/31,,,,,,,,,,,,,18.3277606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/01/31,,,,,,,,,,,,,18.4849455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/02/29,,,,,,,,,,,,,19.27087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/03/31,,,,,,,,,,,,,19.5223659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/04/30,,,,,,,,,,,,,19.6481138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/05/31,,,,,,,,,,,,,19.1136851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/06/30,,,,,,,,,,,,,19.27087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/07/31,,,,,,,,,,,,,19.0193742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/08/31,,,,,,,,,,,,,19.0508111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/09/30,,,,,,,,,,,,,18.7678783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/10/31,,,,,,,,,,,,,19.207996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/11/30,,,,,,,,,,,,,19.27087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780/12/31,,,,,,,,,,,,,19.207996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/01/31,,,,,,,,,,,,,18.6421304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/02/28,,,,,,,,,,,,,18.4849455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/03/31,,,,,,,,,,,,,18.5478194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/04/30,,,,,,,,,,,,,18.4220715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/05/31,,,,,,,,,,,,,18.1391387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/06/30,,,,,,,,,,,,,18.7364413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/07/31,,,,,,,,,,,,,16.7559114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/08/31,,,,,,,,,,,,,17.60471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/09/30,,,,,,,,,,,,,17.4160881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/10/31,,,,,,,,,,,,,17.541836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/11/30,,,,,,,,,,,,,17.6361469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781/12/31,,,,,,,,,,,,,17.541836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/01/31,,,,,,,,,,,,,16.9130964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/02/28,,,,,,,,,,,,,16.6301635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/03/31,,,,,,,,,,,,,16.9445333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/04/30,,,,,,,,,,,,,17.478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/05/31,,,,,,,,,,,,,17.3532141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/06/30,,,,,,,,,,,,,17.2903401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/07/31,,,,,,,,,,,,,16.1271718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/08/31,,,,,,,,,,,,,16.0642978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/09/30,,,,,,,,,,,,,16.2529197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/10/31,,,,,,,,,,,,,16.7559114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/11/30,,,,,,,,,,,,,16.7244745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782/12/31,,,,,,,,,,,,,17.7304579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/01/31,,,,,,,,,,,,,18.1705756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/02/28,,,,,,,,,,,,,17.8562058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/03/31,,,,,,,,,,,,,17.573273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/04/30,,,,,,,,,,,,,17.478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/05/31,,,,,,,,,,,,,17.478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/06/30,,,,,,,,,,,,,17.510399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/07/31,,,,,,,,,,,,,16.8816594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/08/31,,,,,,,,,,,,,17.478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/09/30,,,,,,,,,,,,,17.60471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/10/31,,,,,,,,,,,,,17.3532141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/11/30,,,,,,,,,,,,,15.0897514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783/12/31,,,,,,,,,,,,,15.6556171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/01/31,,,,,,,,,,,,,15.2783733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/02/29,,,,,,,,,,,,,15.5927431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/03/31,,,,,,,,,,,,,15.781365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/04/30,,,,,,,,,,,,,15.5927431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/05/31,,,,,,,,,,,,,15.4669952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/06/30,,,,,,,,,,,,,15.4355582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/07/31,,,,,,,,,,,,,15.3726842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/08/31,,,,,,,,,,,,,15.9699869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/09/30,,,,,,,,,,,,,15.8756759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/10/31,,,,,,,,,,,,,16.0957348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/11/30,,,,,,,,,,,,,16.4729786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784/12/31,,,,,,,,,,,,,17.1645922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/01/31,,,,,,,,,,,,,16.9759703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/02/28,,,,,,,,,,,,,16.4729786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/03/31,,,,,,,,,,,,,16.7244745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/04/30,,,,,,,,,,,,,16.7244745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/05/31,,,,,,,,,,,,,16.7559114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/06/30,,,,,,,,,,,,,17.1331552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/07/31,,,,,,,,,,,,,16.6616005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/08/31,,,,,,,,,,,,,17.1645922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/09/30,,,,,,,,,,,,,18.0448277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/10/31,,,,,,,,,,,,,18.8621892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/11/30,,,,,,,,,,,,,19.6481138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785/12/31,,,,,,,,,,,,,20.2454165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/01/31,,,,,,,,,,,,,19.5538029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/02/28,,,,,,,,,,,,,19.8052987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/03/31,,,,,,,,,,,,,19.9939206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/04/30,,,,,,,,,,,,,20.0567946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/05/31,,,,,,,,,,,,,20.4654753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/06/30,,,,,,,,,,,,,20.2139795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/07/31,,,,,,,,,,,,,20.1825425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/08/31,,,,,,,,,,,,,21.094215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/09/30,,,,,,,,,,,,,20.8112821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/10/31,,,,,,,,,,,,,20.9370301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/11/30,,,,,,,,,,,,,20.8741561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786/12/31,,,,,,,,,,,,,21.125652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/01/31,,,,,,,,,,,,,20.5283493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/02/28,,,,,,,,,,,,,20.7169712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/03/31,,,,,,,,,,,,,21.2828369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/04/30,,,,,,,,,,,,,21.4085848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/05/31,,,,,,,,,,,,,21.5343327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/06/30,,,,,,,,,,,,,20.7484082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/07/31,,,,,,,,,,,,,19.9939206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/08/31,,,,,,,,,,,,,20.0882315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/09/30,,,,,,,,,,,,,19.8996096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/10/31,,,,,,,,,,,,,20.8741561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/11/30,,,,,,,,,,,,,22.1316354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787/12/31,,,,,,,,,,,,,22.0687614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788/01/31,,,,,,,,,,,,,21.4085848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788/02/29,,,,,,,,,,,,,21.062778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788/03/31,,,,,,,,,,,,,22.0373244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788/04/30,,,,,,,,,,,,,21.7543916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788/05/31,,,,,,,,,,,,,21.4714588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
